resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,has_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_cadence,average_temp,average_heartrate,max_heartrate,suffer_score,average_watts,max_watts,weighted_average_watts,kilojoules,device_watts,type_bis,weekday,day,week,month,year
2,Sortie vélo le matin,8741.1,1298,1298,74.0,Ride,Ride,,7384324242,2022-06-28T06:32:10Z,2022-06-28 08:32:10+02:00,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,1,0,False,False,False,True,only_me,False,b8725327,"[43.600220242515206, 1.457673143595457]","[43.56548882089555, 1.3770476169884205]",6.734,15.358,True,False,True,169.8,148.0,7868784724,7868784724,garmin_push_9104756516,False,0,0,False,41974409,1,a7384324242,subiGsb{GYrB?pAk@rH@vDKbCe@rCa@dBa@hCYrAy@lGYt@I^E`AQz@KpAEnAAnABlA\vCZlBPr@VtAXp@jBhG\tAx@bEhCv@NXTp@f@r@b@jC\hBJn@LPJn@JXB\Rf@H\XbCNv@LfA?b@N^@v@n@pFRrACn@DzARrCVtAVjCTnAPjCl@fGt@fFNxAXvAd@dDXfEA`ABNLPJF`@BVLnCzB`FrDlHzFpA|@l@Vh@b@RTNt@JPFB\GF@LHBFzAhFtCdLX~@xDzNjC|IpBnHjBvHnCnKp@nCF\@f@B\Tj@FRLdAjDtMn@hC@PA`@UjAC`@Fp@J^LV^d@b@Tr@ZVRzBhD|@hAZX~CrBvDvCTVPXBL?XGP[RCNBF\Pt@~@zBzCnA~AxAbCJ\@ZD`@DN`@b@HNt@fBVt@r@dCf@vARb@zCnF^l@n@t@v@lArAdBd@f@`CfDvA`CFPPx@b@d@pBpDfCpD~@zAh@p@f@`@L^l@ZPP^|A`@v@`A`AlG|FXf@Ll@HP@@VAHBXXpBlD|BpDVRj@JDBDHHnARbAz@bABb@EDKG_@y@AQLYn@aATa@|@oB~AiEh@eBJUFEJ?FDJV@NCLm@nBm@bBALBJFH|@n@XXTJj@f@^LFFL\,2,78.4,24.0,146.6,169.0,13.0,187.7,792.0,206.0,243.6,True,Ride,Tuesday,28,26,6,2022
2,Séance de musculation le matin,0.0,559,559,0.0,WeightTraining,WeightTraining,,7384322172,2022-06-28T03:54:12Z,2022-06-28 05:54:12+02:00,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,1,0,True,False,False,True,only_me,False,,[],[],0.0,0.0,True,False,True,,,7868782326,7868782326,garmin_push_9104754131,False,0,0,False,41974409,1,a7384322172,,2,,30.0,103.7,137.0,1.0,,,,,,WeightTraining,Tuesday,28,26,6,2022
2,Yoga le matin,0.0,178,178,0.0,Yoga,Yoga,,7384321959,2022-06-28T03:50:44Z,2022-06-28 05:50:44+02:00,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,1,0,True,False,False,True,only_me,False,,[],[],0.0,0.0,True,False,True,,,7868782056,7868782056,garmin_push_9104753848,False,0,0,False,41974409,1,a7384321959,,2,,28.0,92.6,103.0,0.0,,,,,,Yoga,Tuesday,28,26,6,2022
2,Séance de musculation le matin,0.0,632,632,0.0,WeightTraining,WeightTraining,,7374842031,2022-06-27T03:55:23Z,2022-06-27 05:55:23+02:00,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,1,0,True,False,False,True,only_me,False,,[],[],0.0,0.0,True,False,True,,,7858428242,7858428242,garmin_push_9093448382,False,0,0,False,41974409,1,a7374842031,,2,,31.0,100.1,138.0,1.0,,,,,,WeightTraining,Monday,27,26,6,2022
2,Yoga le matin,0.0,230,230,0.0,Yoga,Yoga,,7374825418,2022-06-27T03:50:58Z,2022-06-27 05:50:58+02:00,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,1,0,True,False,False,True,only_me,False,,[],[],0.0,0.0,True,False,True,,,7858409909,7858409909,garmin_push_9093425284,False,0,0,False,41974409,1,a7374825418,,2,,32.0,81.7,103.0,0.0,,,,,,Yoga,Monday,27,26,6,2022
2,Sortie vélo dans l'après-midi,71417.1,9250,9308,428.0,Ride,Ride,,7372213814,2022-06-26T12:02:10Z,2022-06-26 14:02:10+02:00,(GMT+01:00) Europe/Paris,7200.0,,,,8,0,0,1,0,False,False,False,True,only_me,False,b8725327,"[43.596890699118376, 1.4559037238359451]","[43.59928607940674, 1.4552603289484978]",7.721,11.796,True,False,True,198.0,154.8,7855513186,7855513186,garmin_push_9090478562,False,0,0,False,41974409,1,a7372213814,q_biGkj{Gn@m@|Cx@xHa@pFwJfCYvFkGvDyBdJs@xHqDdEDtKoCzNkHrKkKnGcC`IWtD_FxDsJvB}AnIaCxI\zA{@CyArM{GbJSpBtAlLyAdVqZfHyMtC{ClMsGlYeFxDmDd@eBUkClDoDpCtCdIaGlCeFvFyQjM{DfIkFxIqCx@aE{AcRLuHbAwEvFmMvFgI~GiGxSuE~EoCdGkH`HwE~AcDvAwGhAsXdBsH~BmEvCuBnRsD~DqBtCMnGfBdEgClEe@~EjFj@tEzBpAXbCzABrBdBbTgGpNeNhKeBfDmFLuK~CaRbMgLrPmQ|IsPlDsCjKaC`HQrJzArBs@p@}Ci@}Nl@cM|@}CdLwQvQcElF^xCsDjGgDbBsJzIcGnWcYfOsG|LuDtOs`@~FiTfG}NzLgKfC}CxMgYxGgVbKgQdAcKq@}R`@oQ|AkGzAiBxJ_C~CyB`DeE`DsLnE}GpTmErBsCl@uCgBwNPiFjH{KnGwEbEcH~DoMjLgG`R_VxHuM~FgGzBiAbLQzH{KfHoQhDcQGiFkEeNZ_DnAiCzF_@fI{NdQ}QnQgKhGqFfCeDfIwQnJcEzAuBjB{IXkJeEm_@EeKj@yDpC}GfJcL|X_QtFsH~Lkh@bGiPhFiKfFuC|E{QvGsFX{BUsLv@eEfAs@xGj@dH_T`LuO~@gHkC{Ix@}KhAcAnF?fFmDzDwDbHkNb@sDwEcRfEfRSvC{HtO{DrDaF~CkEEwAlA_ApLjCdIiAlIaLvNeHzSyFs@wAn@w@tECxPiHlGwExPwDnB{B`DaKnWyCjOcJf[uFbGeMbGaHlFeIdJiEtIaAfGAvIdEd\@dIm@|GaBfG{@nAoKpEiIdRsCvDuFrE}Bh@cNlJkPvPeIxNuGz@qAlD@~C|DdLXbG}FxVkFjKyHtKyKTcCrAsGfHoHhMeQrT_L|F{GdRqKrJiHdLSzEnB|NsB`GiBpAaT~DiDzFeDjMmCnDwEvCkIjBiBrBuAjGYlRh@rR}@|ImKtPaHrWgMbX}B|C{KfIsCzFgJb[gQtd@oMdD{L|EsY`[_IfFgAnB{@nH}ExBsDrDgFI{J~AmGrCyKhQw@nD_@rNb@lKs@bDcBz@wPkAsM`CuDxBgClD{G|Mm]d]iCfOe@fOaDtEiLlBqM`NiU~EiDkAWgCaCy@OiDuA_EkDuB{BLgGbDcLkAcXxGoEzCiBzD_BfIaBh[}CnIcSbQoFrBsJ~@sDpB_HbFoFbI{FvM}@zEYlIrAzRkAvDwa@rP_JdW}JjHuBmCwDrDJ`Dc@tA{DpDkItC{SnCgJrGoIlOsWf\eEdByXGeJ~EA`B_Nn@mHlBiEpEuBbHaCtCoRrCoKtL{Q|HePrEsThCcTrR}@dDaPa@,2,77.8,20.0,144.8,167.0,72.0,184.6,516.0,190.0,1707.2,True,Ride,Sunday,26,25,6,2022
2,Séance de musculation le matin,0.0,262,262,0.0,WeightTraining,WeightTraining,,7369597384,2022-06-26T05:31:30Z,2022-06-26 07:31:30+02:00,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,1,0,True,False,False,True,only_me,False,,[],[],0.0,0.0,True,False,True,,,7852653084,7852653084,garmin_push_9087469780,False,0,0,False,41974409,1,a7369597384,,2,,31.0,94.1,114.0,0.0,,,,,,WeightTraining,Sunday,26,25,6,2022
2,Yoga le matin,0.0,227,227,0.0,Yoga,Yoga,,7369597145,2022-06-26T05:23:52Z,2022-06-26 07:23:52+02:00,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,1,0,True,False,False,True,only_me,False,,[],[],0.0,0.0,True,False,True,,,7852652891,7852652891,garmin_push_9087469544,False,0,0,False,41974409,1,a7369597145,,2,,30.0,91.8,101.0,0.0,,,,,,Yoga,Sunday,26,25,6,2022
2,Course à pied de nuit,8189.1,2450,2450,0.0,Run,Run,,7369597057,2022-06-25T19:18:59Z,2022-06-25 21:18:59+02:00,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,1,0,True,False,False,True,only_me,False,g7884744,[],[],3.342,4.328,True,False,True,166.6,158.4,7852652716,7852652716,garmin_push_9087469326,False,0,0,False,41974409,1,a7369597057,,2,85.7,23.0,168.8,193.0,66.0,,,,,,Run,Saturday,25,25,6,2022
2,Séance de musculation le matin,0.0,264,264,0.0,WeightTraining,WeightTraining,,7369595519,2022-06-25T05:33:31Z,2022-06-25 07:33:31+02:00,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,1,0,True,False,False,True,only_me,False,,[],[],0.0,0.0,True,False,True,,,7852651022,7852651022,garmin_push_9087467379,False,0,0,False,41974409,1,a7369595519,,2,,30.0,84.3,117.0,0.0,,,,,,WeightTraining,Saturday,25,25,6,2022
2,Yoga le matin,0.0,154,154,0.0,Yoga,Yoga,,7369595346,2022-06-25T05:30:23Z,2022-06-25 07:30:23+02:00,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,1,0,True,False,False,True,only_me,False,,[],[],0.0,0.0,True,False,True,,,7852650811,7852650811,garmin_push_9087467141,False,0,0,False,41974409,1,a7369595346,,2,,30.0,78.3,87.0,0.0,,,,,,Yoga,Saturday,25,25,6,2022
2,Séance de musculation le matin,0.0,514,514,0.0,WeightTraining,WeightTraining,,7369595185,2022-06-24T04:57:34Z,2022-06-24 06:57:34+02:00,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,1,0,True,False,False,True,only_me,False,,[],[],0.0,0.0,True,False,True,,,7852650626,7852650626,garmin_push_9087466924,False,0,0,False,41974409,1,a7369595185,,2,,30.0,78.9,96.0,0.0,,,,,,WeightTraining,Friday,24,25,6,2022
2,Yoga le matin,0.0,222,222,0.0,Yoga,Yoga,,7369594970,2022-06-24T04:51:55Z,2022-06-24 06:51:55+02:00,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,1,0,True,False,False,True,only_me,False,,[],[],0.0,0.0,True,False,True,,,7852650373,7852650373,garmin_push_9087466618,False,0,0,False,41974409,1,a7369594970,,2,,27.0,88.5,98.0,0.0,,,,,,Yoga,Friday,24,25,6,2022
2,Course à pied dans l'après-midi,8021.1,2506,2506,85.0,Run,Run,,7369594909,2022-06-23T11:08:45Z,2022-06-23 13:08:45+02:00,(GMT+01:00) Europe/Paris,7200.0,,,,6,0,0,1,0,False,False,False,True,only_me,False,g7884744,"[43.38738268241286, -1.6686913277953863]","[43.387723322957754, -1.6662196721881628]",3.201,4.942,True,False,True,42.2,-0.8,7852650244,7852650244,garmin_push_9087466406,False,3,0,False,41974409,1,a7369594909,cbygGj|dIGNSFW?CEAe@IEWCIOK[Ky@Aq@K_@Go@e@_ASw@}@}Au@cBOSm@_AIQOSISw@wAWq@e@_Ay@mBi@aAIUUc@I[_@_@]w@aAsA_B{AOSaAk@e@_@e@W_@e@GKOs@C_@BSGEYAq@OQAwANu@BQBi@Dk@@cANs@D_@Ai@He@@oBT_B\qBh@iAx@o@j@gCtC_@\KZC~BEh@IHIC[_@QII@KP?LFT^f@HR?LADE@iACICc@{@i@o@k@i@g@UQMgBsBS[]_AMkBKq@Ew@@eAKuBDcCCaE@gACw@M}@Mo@Gq@Mm@WaAs@kBU_AUsBCi@GmDOaCEyAc@sDEq@e@iBs@gBUcAKw@IiB?WKeAIeAQk@}@mB_@gA]wAMu@o@iF@m@Lu@?OGo@C{ACe@Ie@Sw@@wAAOEMGGYHc@HGJGRJb@JNHDV^RBRCBBFHHXP`C?|@Hf@Qx@Ap@Ln@Fp@TvALbARnARv@\`A^p@Pb@ZlAN|ADP?j@HdBZtAXx@n@tBTdA^|DFtAJfDAnA@~@LhBVvAXfAn@fBVdAn@pD@lAEnFBpCFtACb@?z@@dA^bCd@rAr@t@v@bAh@b@l@PXRp@`A\t@HJLDt@BPG@EAQKS[c@IU?OJOJAj@j@HBFEH_@?g@DwAb@{@b@k@TSd@u@^c@h@e@jA{@r@U\Q`A[\KbAKPET@vBUhAE`B]TAl@QN?h@GJ@LFhBEZBl@PV?^Jj@Dd@FNHV^\VTT@E?QJOp@GXGTA^GT?l@LZc@PEN`ABBJ?PKD^Bd@b@fBB\F^@l@Pz@Br@CN?LN`AJJTj@JHDNJNv@vBNNn@lAd@nALFP?L@HA`@BJJ@PTh@|@ED@DDLh@XlBEHI@CFKBGLEEI[OQ?GDKj@MJBBDF\ADEJQHK@CN,2,85.9,26.0,160.2,179.0,47.0,,,,,,Run,Thursday,23,25,6,2022
2,Natation le midi,1495.0,1659,1659,0.0,Swim,Swim,,7369592413,2022-06-23T10:30:55Z,2022-06-23 12:30:55+02:00,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,1,0,True,False,False,True,only_me,False,,[],[],0.901,2.76,True,False,True,,,7852647531,7852647531,garmin_push_9087463102,False,0,0,False,41974409,1,a7369592413,,2,34.0,23.0,115.7,135.0,5.0,,,,,,Swim,Thursday,23,25,6,2022
2,Séance de musculation le matin,0.0,240,240,0.0,WeightTraining,WeightTraining,,7369590633,2022-06-23T04:58:55Z,2022-06-23 06:58:55+02:00,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,1,0,True,False,False,True,only_me,False,,[],[],0.0,0.0,True,False,True,,,7852645616,7852645616,garmin_push_9087460917,False,0,0,False,41974409,1,a7369590633,,2,,32.0,76.3,86.0,0.0,,,,,,WeightTraining,Thursday,23,25,6,2022
2,Yoga le matin,0.0,158,158,0.0,Yoga,Yoga,,7369590397,2022-06-23T04:53:59Z,2022-06-23 06:53:59+02:00,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,1,0,True,False,False,True,only_me,False,,[],[],0.0,0.0,True,False,True,,,7852645370,7852645370,garmin_push_9087460586,False,0,0,False,41974409,1,a7369590397,,2,,32.0,74.4,80.0,0.0,,,,,,Yoga,Thursday,23,25,6,2022
